Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank
Opower,https://www.crunchbase.com/organization/opower,"Energy, Sustainability, Software","Arlington, Virginia, United States",Opower is a SaaS-based customer engagement and energy efficiency company providing the tools consumers need to make better energy decisions.,"1,067"
Capriza,https://www.crunchbase.com/organization/capriza,"Software, Financial Services, Mobile","Palo Alto, California, United States","Capriza mobile-enables business applications quickly, cost-effectively, and non-disruptively. No coding, no new infrastructure, no upgrades.","1,062"
Lever,https://www.crunchbase.com/organization/lever,"Software, Professional Services","San Francisco, California, United States","The modern, collaborative recruiting platform that powers a more human approach to hiring","1,061"
SkyGiraffe,https://www.crunchbase.com/organization/skygiraffe,"Platforms, Information Technology, Software, Sales and Marketing, Mobile","San Mateo, California, United States","SkyGiraffe is an enterprise mobility platform that mobilizes back-end data, enabling employees to manage business processes on any device.","1,051"
Grovo,https://www.crunchbase.com/organization/grovo,"Software, Education","New York, New York, United States",Grovo is reinventing learning for the modern workforce.,"1,039"
Bazaarvoice,https://www.crunchbase.com/organization/bazaarvoice,"Commerce and Shopping, Media and Entertainment, Software, Internet Services","Austin, Texas, United States","Bazaarvoice helps brands capture, analyze and act upon social data, and enables authentic customer-powered marketing.","1,024"
SplashThat,https://www.crunchbase.com/organization/splashthat,"Media and Entertainment, Events, Software, Sales and Marketing, Advertising","New York, New York, United States",Splash is an event marketing platform that enables users to create event experiences.,"1,014"
Carbonite,https://www.crunchbase.com/organization/carbonite,"Software, Internet Services","Boston, Massachusetts, United States",Carbonite provides internet-based backup solutions for individuals and businesses.,994
Telogis,https://www.crunchbase.com/organization/telogis,"Navigation and Mapping, Software, Transportation","Aliso Viejo, California, United States","An award-winning, cloud-based software platform that has a transformative effect on the way companies do business outside the four walls.",981
CloudLock,https://www.crunchbase.com/organization/cloudlock,"Apps, Information Technology, Software, Privacy and Security","Waltham, Massachusetts, United States",CloudLock is a cloud security company focused on providing enterprise class security solutions for data in the cloud.,979
SecureAuth,https://www.crunchbase.com/organization/secureauth,"Information Technology, Software, Privacy and Security","Irvine, California, United States","SecureAuth is the leader in adaptive access control solutions, empowering organizations to determine identities with confidence.",972
Showpad,https://www.crunchbase.com/organization/showpad,"Software, Sales and Marketing, Mobile","Gent, Oost-Vlaanderen, Belgium","Showpad delivers the world’s most intuitive sales enablement software, making your content incredibly easy to find, present and share.",947
Helpshift,https://www.crunchbase.com/organization/helpshift-inc,"Information Technology, Software, Sales and Marketing, Internet Services, Mobile","San Francisco, California, United States",Helpshift is a mobile customer service platform for businesses to integrate mobile applications and communicate with customers.,929
Smartsheet,https://www.crunchbase.com/organization/smartsheet,Software,"Bellevue, Washington, United States",Smartsheet is the world’s leading SaaS platform for managing and automating collaborative work. Smartsheet helps enterprises work better.,910
ShopKeep,https://www.crunchbase.com/organization/shopkeep-com,"Commerce and Shopping, Software, Internet Services","New York, New York, United States",ShopKeep® is a cloud-based iPad point of sale system for restaurants and retail stores.,876
SteelBrick,https://www.crunchbase.com/organization/steelbrick,"Commerce and Shopping, Information Technology, Software, Sales and Marketing, Internet Services","San Mateo, California, United States",SteelBrick provides Next Generation Quote-to-Cash apps that are fast and easy to deploy and built 100% native on the Salesforce Platform.,845
OpenGov,https://www.crunchbase.com/organization/opengov,"Information Technology, Data and Analytics, Software, Design","Redwood City, California, United States","OpenGov offers cloud-based software that visualizes municipal financial data, allowing governments to access, analyze, and share data.",838
Expensify,https://www.crunchbase.com/organization/expensify-com,"Software, Financial Services, Mobile","San Francisco, California, United States",Expensify is a financial services startup that provides an online expense management service for customers worldwide.,810
Fuze,https://www.crunchbase.com/organization/fuze,"Hardware, Information Technology, Software, Internet Services, Messaging and Telecommunications","Cambridge, Massachusetts, United States","Formerly ThinkingPhones, Fuze is a cloud-based video conferencing solution that connects people and organizations across devices.",807
NetSuite,https://www.crunchbase.com/organization/netsuite,"Platforms, Information Technology, Software, Sales and Marketing, Internet Services, Financial Services, Mobile","San Mateo, California, United States","NetSuite donate & discount accounting, ERP & CRM software to help social enterprises expand their impact",781
Workfront,https://www.crunchbase.com/organization/workfront,Software,"Lehi, Utah, United States",Workfront providers cloud-based enterprise work management solutions for enterprise teams.,773
Adaptive Insights,https://www.crunchbase.com/organization/adaptive-insights,"Information Technology, Data and Analytics, Software, Internet Services, Financial Services","Palo Alto, California, United States",Adaptive Insights is the worldwide leader in cloud corporate performance management (CPM) for the biggest brands and the hottest companies.,770
Dropcam,https://www.crunchbase.com/organization/dropcam,"Hardware, Consumer Electronics, Software","San Francisco, California, United States",Dropcam develops a Wi-Fi camera with easy setup and continuous cloud recording.,761
ICIX,https://www.crunchbase.com/organization/icix-international,"Commerce and Shopping, Software, Professional Services, Transportation","San Bruno, California, United States",ICIX helps the retail industry's leading companies collaborate across trading partner networks to achieve Active Transparency.,719
SmartRecruiters,https://www.crunchbase.com/organization/smartrecruiters,"Software, Professional Services","San Francisco, California, United States","SmartRecruiters is a complete talent acquisition platform to find, engage, and hire great talent.",703
99,https://www.crunchbase.com/organization/99taxis,"Platforms, Software, Transportation, Internet Services, Mobile","São Paulo, Alagoas, Brazil",99Taxis is an urban transport app that offers taxi booking services for both personal and business purposes.,699
Pied Piper,https://www.crunchbase.com/organization/pied-piper,"Hardware, Software, Internet Services","Palo Alto, California, United States",A Middle-Out Compression Solution Making Data Storage Problems Smaller,680
Sumo Logic,https://www.crunchbase.com/organization/sumo-logic,"Data and Analytics, Software","Redwood City, California, United States","Sumo Logic, a log management and analytics service, transforms big data into sources of operations, security and compliance intelligence.",677
Taulia,https://www.crunchbase.com/organization/taulia,"Hardware, Software, Financial Services","San Francisco, California, United States","Taulia provides cloud-based invoice, payment and discount management solutions for large buying organizations.",662
RingCentral,https://www.crunchbase.com/organization/ringcentral,"Information Technology, Software, Internet Services, Messaging and Telecommunications, Mobile","Belmont, California, United States","RingCentral provides a global cloud communications platform that unifies voice, messaging, team collaboration, and online video conferencing",659
InVision,https://www.crunchbase.com/organization/invision-2,"Apps, Software, Design, Mobile","New York, New York, United States","InVision allows designers to build interactive, high-fidelity, realistic web and mobile mockups and prototypes.",643
Talkdesk,https://www.crunchbase.com/organization/talkdesk,"Information Technology, Software, Sales and Marketing, Administrative Services, Internet Services","San Francisco, California, United States","Talkdesk is an easy-to-use, cloud-based call center software solution that helps improve customer interactions while reducing costs.",633
Pendo,https://www.crunchbase.com/organization/pendo-io,"Apps, Information Technology, Data and Analytics, Software, Internet Services, Messaging and Telecommunications","Raleigh, North Carolina, United States",Pendo is a platform for product experience that enables you to capture all product usage data and influence behavior with in-app messaging.,611
DataRobot,https://www.crunchbase.com/organization/datarobot,"Information Technology, Data and Analytics, Software","Boston, Massachusetts, United States",DataRobot provides a predictive analytics platform to rapidly build and deploy predictive models the cloud or an enterprise.,610
Algolia,https://www.crunchbase.com/organization/algolia,"Commerce and Shopping, Data and Analytics, Software, Internet Services","San Francisco, California, United States",Algolia provides a hosted search API that allows websites and mobile applications to increase user engagement and conversions.,601
BigPanda,https://www.crunchbase.com/organization/bigpanda,"Hardware, Information Technology, Software, Internet Services","Palo Alto, California, United States",BigPanda is a data science platform for centralizing and correlating all of IT alerts.,593
Xplenty,https://www.crunchbase.com/organization/xplenty,"Information Technology, Data and Analytics, Software, Internet Services","Tel Aviv, Tel Aviv, Israel","Xplenty allows organizations to integrate, process, and prepare data for analytics on the cloud.",586
Vend,https://www.crunchbase.com/organization/vendhq,"Commerce and Shopping, Software","Auckland, Auckland, New Zealand",Vend is web-based POS and retail management software for store owners to have visibility and centralized control of their retail stores.,584
Split Software,https://www.crunchbase.com/organization/split-software,"Apps, Software","Redwood City, California, United States",Focused on building a great product and a great team.,583
Greenhouse Software,https://www.crunchbase.com/organization/greenhouse-software,"Software, Professional Services","New York, New York, United States",Greenhouse is a recruiting optimization platform to help companies build and scale their recruiting processes.,574
Sauce Labs,https://www.crunchbase.com/organization/sauce-labs,Software,"San Francisco, California, United States",Sauce Labs develops selenium-based cross-browser software to simplify the test process of agile web application development.,541
Deputy,https://www.crunchbase.com/organization/deputy,"Apps, Information Technology, Software, Professional Services, Internet Services, Messaging and Telecommunications, Mobile","Alpharetta, Georgia, United States",Deputy is a cloud-based workforce management solution that streamlines scheduling and modernizes the relationship with their employees.,538
Gainsight,https://www.crunchbase.com/organization/gainsight,"Media and Entertainment, Software, Sales and Marketing, Internet Services","Redwood City, California, United States","Gainsight, the Customer Success company, helps businesses grow faster by reducing churn, increasing upsell, and driving customer advocacy.",503
DroneDeploy,https://www.crunchbase.com/organization/dronedeploy,"Hardware, Navigation and Mapping, Consumer Electronics, Software, Consumer Goods, Internet Services","San Francisco, California, United States",DroneDeploy is a cloud-based drone mapping and analytics platform to help businesses get things done.,495
Appirio,https://www.crunchbase.com/organization/appirio,"Software, Internet Services, Mobile","San Francisco, California, United States","Appirio is an IT technology company providing mobile, social, crowdsourcing and cloud technology services.",432
Klipfolio,https://www.crunchbase.com/organization/klipfolio,"Data and Analytics, Software","Ottawa, Ontario, Canada","Klipfolio is a real-time business dashboard that is fast, fun, powerful, and affordable.",416
MobileIron,https://www.crunchbase.com/organization/mobileiron,"Apps, Hardware, Consumer Electronics, Software, Privacy and Security, Mobile","Mountain View, California, United States",MobileIron manufactures Mobile Device Management solutions (MDM) and Enterprise Mobility Management (EMM) for mobile devices.,390
Springbot,https://www.crunchbase.com/organization/springbot,"Commerce and Shopping, Data and Analytics, Software, Sales and Marketing","Atlanta, Georgia, United States","Springbot delivers an eCommerce marketing platform for SMB that unifies the power of big data, marketing automation & marketing analytics",389
Dynamic Signal,https://www.crunchbase.com/organization/dynamic-signal,"Media and Entertainment, Information Technology, Software, Sales and Marketing","San Bruno, California, United States",Dynamic Signal is an employee communications platform.,358
WalkMe,https://www.crunchbase.com/organization/walkme,"Software, Internet Services","San Francisco, California, United States","WalkMe™ provides a cloud-based service designed to help professionals guide and engage prospects and customers, and complete online tasks.",356
CloudCraze LLC,https://www.crunchbase.com/organization/cloudcraze-llc,"Hardware, Commerce and Shopping, Information Technology, Software, Sales and Marketing, Internet Services","Chicago, Illinois, United States",CloudCraze is the enterprise commerce platform built natively on Salesforce,354
Intacct,https://www.crunchbase.com/organization/intacct,"Software, Professional Services, Internet Services, Financial Services","San Jose, California, United States",Intacct provides web- or cloud-based financial management and accounting applications for businesses and CPA firms.,351
Zapier,https://www.crunchbase.com/organization/zapier,"Information Technology, Data and Analytics, Software, Internet Services","Mountain View, California, United States",Zapier enables users to connect the web apps they use to move data between them; and use event-based automation to avoid repetitive tasks.,343
Automile,https://www.crunchbase.com/organization/automile-ab,"Software, Transportation","Palo Alto, California, United States",Automile offers frictionless tracking and management of fleets and assets.,334
Apptio,https://www.crunchbase.com/organization/apptio,"Information Technology, Software","Bellevue, Washington, United States",Apptio is a provider of SaaS-based Technology Business Management (TBM) solutions for managing businesses in the IT field.,327
Datadog,https://www.crunchbase.com/organization/datadog,"Information Technology, Data and Analytics, Software","New York, New York, United States",Datadog is the essential monitoring service for dynamic cloud infrastructure.,325
Zuora,https://www.crunchbase.com/organization/zuora,"Software, Payments, Internet Services","Foster City, California, United States","Zuora provides subscription billing as well as recurring revenue, payments, and billing solutions.",300
Reputation.com,https://www.crunchbase.com/organization/reputation-com,"Media and Entertainment, Information Technology, Software, Internet Services","Redwood City, California, United States","Reputation.com provides solutions for tracking and improving online reviews, social media, and local search visibility for businesses.",278
BigCommerce,https://www.crunchbase.com/organization/bigcommerce,"Commerce and Shopping, Software","Austin, Texas, United States",BigCommerce is the leading ecommerce platform for fast-growing and mid-market brands.,276
Collibra,https://www.crunchbase.com/organization/collibra,"Information Technology, Software","Manhattan, New York, United States",Collibra automates data management processes by providing business-focused applications where collaboration and ease-of-use come first.,271
SnapLogic,https://www.crunchbase.com/organization/snaplogic,"Information Technology, Data and Analytics, Software, Internet Services","San Mateo, California, United States","SnapLogic connects big data, cloud, and on-prem applications.",237
Salesforce,https://www.crunchbase.com/organization/salesforce,"Information Technology, Software, Sales and Marketing, Internet Services","San Francisco, California, United States",Salesforce is a global cloud computing company that develops CRM solutions and provides business software on a subscription basis.,233
Xero,https://www.crunchbase.com/organization/xero,"Software, Professional Services, Payments, Financial Services, Lending and Investments","Wellington, Wellington, New Zealand","Xero provides beautiful cloud accounting software for accounting professionals and small businesses, with over 600,000 global customers",226
Apttus,https://www.crunchbase.com/organization/apttus,"Information Technology, Software, Sales and Marketing, Financial Services","San Mateo, California, United States","Apttus, a SaaS application provider, renders enterprise class applications for end to end management of business functions.",222
Yext,https://www.crunchbase.com/organization/yext,"Information Technology, Software, Internet Services, Mobile","New York, New York, United States",Yext puts business on the map with the award-winning Location Cloud.,218
New Relic,https://www.crunchbase.com/organization/new-relic,"Software, Internet Services, Mobile","San Francisco, California, United States",New Relic is a SaaS-based software analytics platform offering app performance management and mobile monitoring solutions.,206
Domo,https://www.crunchbase.com/organization/domo,"Data and Analytics, Software","American Fork, Utah, United States",Domo delivers a SaaS-based platform that helps CEOs and business leaders transform the way they manage business via direct access to data.,170
Workday,https://www.crunchbase.com/organization/workday,"Software, Financial Services","Pleasanton, California, United States",Workday provides SaaS-based enterprise solutions for a company's human resources and financial management activities.,169
Zendesk,https://www.crunchbase.com/organization/zendesk,Software,"San Francisco, California, United States","Zendesk is a software development firm providing a SaaS suite that offers help desk ticketing, issue tracking, and customer service support.",161
ServiceNow,https://www.crunchbase.com/organization/service-now-com,"Apps, Information Technology, Software, Internet Services","Santa Clara, California, United States","ServiceNow provides cloud-based solutions that define, structure, manage, and automate services for enterprise operations.",157
Kaminario,https://www.crunchbase.com/organization/kaminario,"Hardware, Software","Needham, Massachusetts, United States",Kaminario provides enterprise-class all-flash storage arrays.,146
Zenefits,https://www.crunchbase.com/organization/zenefits,Software,"San Francisco, California, United States",Zenefits offers HR management and automation solutions using their online dashboard.,145
Coupa Software,https://www.crunchbase.com/organization/coupa,"Hardware, Software, Transportation, Internet Services","San Mateo, California, United States",Coupa is the cloud platform for business spend. It offers a fully unified suite of financial applications for business spend management.,140
Dyn,https://www.crunchbase.com/organization/dyn,"Software, Internet Services","Manchester, New Hampshire, United States","Dyn is a cloud-based internet performance company that enables its clients to monitor, control, and optimize online infrastructure.",118
G2 Crowd,https://www.crunchbase.com/organization/g2-crowd,"Software, Sales and Marketing, Internet Services","Chicago, Illinois, United States",G2 Crowd is a platform for users to share business software reviews in real-time.,115
Pipedrive,https://www.crunchbase.com/organization/pipedrive,"Information Technology, Software, Sales and Marketing","New York, New York, United States",Pipedrive is a CRM platform that helps small- to medium-sized businesses sell more.,110
Shopify,https://www.crunchbase.com/organization/shopify,"Commerce and Shopping, Data and Analytics, Software, Mobile","Ottawa, Ontario, Canada","Shopify is a cloud-based, multi-channel commerce platform designed for small and medium-sized businesses.",52
InsideSales.com,https://www.crunchbase.com/organization/insidesales-com,"Information Technology, Data and Analytics, Software, Sales and Marketing","Provo, Utah, United States",InsideSales.com offers sales acceleration platform built on a predictive and prescriptive self-learning engine.,46
Box,https://www.crunchbase.com/organization/box,"Hardware, Software, Internet Services","Los Altos, California, United States","Box is an online file sharing and cloud content management service offering unlimited storage, custom branding, and administrative controls",43
Docker,https://www.crunchbase.com/organization/docker,"Software, Internet Services","San Francisco, California, United States","Docker is an open platform for distributed applications that allows developers and sysadmins to build, ship & run distributed applications.",35
